1.000000000000000000e+00,1.633766515243757962e-108
1.698492462311557816e+00,1.751647445884448710e-07
2.396984924623115631e+00,6.698905273399109319e+02
3.095477386934673447e+00,1.248431729646710210e+03
3.793969849246231263e+00,1.907657576324939328e+03
4.492462311557789079e+00,2.600929781988319974e+03
5.190954773869346894e+00,3.306384462372450798e+03
5.889447236180904710e+00,4.014578969631769269e+03
6.587939698492462526e+00,4.721273639386633477e+03
7.286432160804020342e+00,5.424240295917007643e+03
7.984924623115578157e+00,6.121995355209096488e+03
8.683417085427135973e+00,6.813327963100553461e+03
9.381909547738693789e+00,7.497136687787990923e+03
1.008040201005025160e+01,8.172380059478258772e+03
1.077889447236180942e+01,8.838065419053158621e+03
1.147738693467336724e+01,9.493247465821834339e+03
1.217587939698492505e+01,1.013702595237322748e+04
1.287437185929648287e+01,1.076853853635362611e+04
1.357286432160804068e+01,1.138694660522437334e+04
1.427135678391959850e+01,1.199141152102758315e+04
1.496984924623115631e+01,1.258105759861524712e+04
1.566834170854271413e+01,1.315491819041785129e+04
1.636683417085427195e+01,1.371186504014957791e+04
1.706532663316583154e+01,1.425052938819051633e+04
1.776381909547738758e+01,1.476923294385784720e+04
1.846231155778894362e+01,1.526595186923491565e+04
1.916080402010050321e+01,1.573833316986457430e+04
1.985929648241206280e+01,1.618377113491591808e+04
2.055778894472361884e+01,1.659953667881093497e+04
2.125628140703517488e+01,1.698294037866661529e+04
2.195477386934673447e+01,1.733150425583305332e+04
2.265326633165829406e+01,1.764311835551479817e+04
2.335175879396985010e+01,1.791616406531683242e+04
2.405025125628140614e+01,1.814959416368859456e+04
2.474874371859296573e+01,1.834296741816148278e+04
2.544723618090452533e+01,1.849644167036614090e+04
2.614572864321608137e+01,1.861073318617542827e+04
2.684422110552763741e+01,1.868705172949913322e+04
2.754271356783919700e+01,1.872702081654870562e+04
2.824120603015075659e+01,1.873259151082000244e+04
2.893969849246231263e+01,1.870595646154481437e+04
2.963819095477386867e+01,1.864946907711465610e+04
3.033668341708542826e+01,1.856557102675910573e+04
3.103517587939698785e+01,1.845672982389280514e+04
