1.000000000000000000e+00,8.090971251199904772e-139
1.698492462311557816e+00,1.680515675075207592e-10
2.396984924623115631e+00,4.770282356098028913e+02
3.095477386934673447e+00,8.927988705082352681e+02
3.793969849246231263e+00,1.370049603357140086e+03
4.492462311557789079e+00,1.875903107597717963e+03
5.190954773869346894e+00,2.394861540187970604e+03
5.889447236180904710e+00,2.920196944890873056e+03
6.587939698492462526e+00,3.448868115725806547e+03
7.286432160804020342e+00,3.979259740310717916e+03
7.984924623115578157e+00,4.510281019839562759e+03
8.683417085427135973e+00,5.041029325155217521e+03
9.381909547738693789e+00,5.570674608526520387e+03
1.008040201005025160e+01,6.098426062744970295e+03
1.077889447236180942e+01,6.623527054505851993e+03
1.147738693467336724e+01,7.145257879214446803e+03
1.217587939698492505e+01,7.662938956256153688e+03
1.287437185929648287e+01,8.175932049148768783e+03
1.357286432160804068e+01,8.683638825969228492e+03
1.427135678391959850e+01,9.185496455818305549e+03
1.496984924623115631e+01,9.680969623713306646e+03
1.566834170854271413e+01,1.016953750060650600e+04
1.636683417085427195e+01,1.065067300610422717e+04
1.706532663316583154e+01,1.112381088506744709e+04
1.776381909547738758e+01,1.158830207042573056e+04
1.846231155778894362e+01,1.204335560378579612e+04
1.916080402010050321e+01,1.248797540177903284e+04
1.985929648241206280e+01,1.292090478188022644e+04
2.055778894472361884e+01,1.334059381639400272e+04
2.125628140703517488e+01,1.374520174272804434e+04
2.195477386934673447e+01,1.413263972453192946e+04
2.265326633165829406e+01,1.450065082969648574e+04
2.335175879396985010e+01,1.484691696211846283e+04
2.405025125628140614e+01,1.516917845152858717e+04
2.474874371859296573e+01,1.546535148088822461e+04
2.544723618090452533e+01,1.573363083160929637e+04
2.614572864321608137e+01,1.597256935266241635e+04
2.684422110552763741e+01,1.618112991105722904e+04
2.754271356783919700e+01,1.635870946648378413e+04
2.824120603015075659e+01,1.650513784034931450e+04
2.893969849246231263e+01,1.662065557725198960e+04
2.963819095477386867e+01,1.670587612179049393e+04
3.033668341708542826e+01,1.676173757564652624e+04
3.103517587939698785e+01,1.678944881331445868e+04
3.173366834170854389e+01,1.679043395201485691e+04
3.243216080402009993e+01,1.676627827574266121e+04
3.313065326633166308e+01,1.671867783325829805e+04
3.382914572864321912e+01,1.664939414327895065e+04
3.452763819095477515e+01,1.656021478577799644e+04
3.522613065326633119e+01,1.645292014673885933e+04
3.592462311557788723e+01,1.632925620771204558e+04
3.662311557788945038e+01,1.619091301408543222e+04
3.732160804020100642e+01,1.603950829602600243e+04
3.802010050251256246e+01,1.587657563215616756e+04
3.871859296482412560e+01,1.570355651856647819e+04
3.941708542713568164e+01,1.552179571796353594e+04
4.011557788944723768e+01,1.533253930200316972e+04
4.081407035175879372e+01,1.513693485361509192e+04
4.151256281407034976e+01,1.493603335753562169e+04
4.221105527638191290e+01,1.473079237074648336e+04
4.290954773869346894e+01,1.452208012628891811e+04
4.360804020100502498e+01,1.431068028160084759e+04
4.430653266331658813e+01,1.409729707475764553e+04
4.500502512562814417e+01,1.388256069817779826e+04
4.570351758793970021e+01,1.366703273938318307e+04
4.640201005025125625e+01,1.345121157251540353e+04
4.710050251256281229e+01,1.323553761294039032e+04
4.779899497487437543e+01,1.302039837096748124e+04
4.849748743718593147e+01,1.280613326005105591e+04
4.919597989949748751e+01,1.259303813041702961e+04
4.989447236180905065e+01,1.238136951141612371e+04
5.059296482412060669e+01,1.217134855555998547e+04
5.129145728643216273e+01,1.196316468459848147e+04
5.198994974874371877e+01,1.175697894354796699e+04
5.268844221105527481e+01,1.155292707262482872e+04
5.338693467336683796e+01,1.135112230987048315e+04
5.408542713567839400e+01,1.115165793912152185e+04
5.478391959798995003e+01,1.095460959908736186e+04
5.548241206030151318e+01,1.076003736981989459e+04
5.618090452261306922e+01,1.056798765293364704e+04
5.687939698492462526e+01,1.037849486167560644e+04
5.757788944723618130e+01,4.251116920133716485e+04
5.827638190954773734e+01,1.000726670064881364e+04
5.897487437185930048e+01,6.576995663794051507e+04
5.967336683417085652e+01,1.322761582071096564e+04
6.037185929648241256e+01,9.469928114629263291e+03
6.107035175879397570e+01,1.547456740884497594e+04
6.176884422110553174e+01,9.124643336120067033e+03
6.246733668341708778e+01,8.955838837310820963e+03
6.316582914572864382e+01,8.789565017301072658e+03
6.386432160804019986e+01,8.625797682054460893e+03
6.456281407035176301e+01,8.464510585192883809e+03
6.526130653266332615e+01,8.305675822391574911e+03
6.595979899497487509e+01,8.149264175187060573e+03
6.665829145728643823e+01,1.274363181925973731e+04
