1.000000000000000000e+00,9.032412242445450192e-55
1.698492462311557816e+00,6.251030896508459591e+02
2.396984924623115631e+00,1.660798299512227004e+03
3.095477386934673447e+00,3.048751379737821026e+03
3.793969849246231263e+00,4.588558388440123963e+03
4.492462311557789079e+00,6.161588409097486874e+03
5.190954773869346894e+00,7.713823552840847697e+03
5.889447236180904710e+00,9.222887593776902577e+03
6.587939698492462526e+00,1.067943811448547058e+04
7.286432160804020342e+00,1.207909976083958827e+04
7.984924623115578157e+00,1.341930179615181805e+04
8.683417085427135973e+00,1.469809728734246164e+04
9.381909547738693789e+00,1.591373111321186479e+04
1.008040201005025160e+01,1.706447105021854077e+04
1.077889447236180942e+01,1.814851513908841298e+04
1.147738693467336724e+01,1.916390637420031999e+04
1.217587939698492505e+01,2.010844316704145967e+04
1.287437185929648287e+01,2.097962318120013151e+04
1.357286432160804068e+01,2.177469516855493566e+04
1.427135678391959850e+01,2.249087736278603916e+04
1.496984924623115631e+01,2.312572425759112230e+04
1.566834170854271413e+01,2.367754324136901778e+04
1.636683417085427195e+01,2.414573913754975729e+04
1.706532663316583154e+01,2.453100357588775296e+04
1.776381909547738758e+01,2.483532949703048871e+04
1.846231155778894362e+01,2.506188143322893302e+04
1.916080402010050321e+01,2.521477491746035594e+04
1.985929648241206280e+01,2.529881792116091674e+04
2.055778894472361884e+01,2.531925470343019697e+04
2.125628140703517488e+01,2.528153717711117861e+04
2.195477386934673447e+01,2.519113590570929955e+04
2.265326633165829406e+01,2.505339374285172016e+04
2.335175879396985010e+01,2.487341965430219352e+04
2.405025125628140614e+01,2.465601750394726696e+04
2.474874371859296573e+01,2.440564359740508371e+04
2.544723618090452533e+01,2.412638682515278197e+04
2.614572864321608137e+01,2.382196583206173455e+04
2.684422110552763741e+01,2.349573845183111189e+04
2.754271356783919700e+01,2.315071950381080023e+04
2.824120603015075659e+01,2.278960386031839153e+04
2.893969849246231263e+01,2.241479240943093464e+04
2.963819095477386867e+01,2.202841914530372742e+04
3.033668341708542826e+01,2.163237811557277382e+04
3.103517587939698785e+01,2.122834935206983573e+04
3.173366834170854389e+01,2.081782321952697021e+04
3.243216080402009993e+01,2.040212285091129161e+04
3.313065326633166308e+01,1.998242451088901726e+04
3.382914572864321912e+01,1.955977585281919528e+04
3.452763819095477515e+01,1.913511212022233667e+04
3.522613065326633119e+01,1.870927039978190805e+04
3.592462311557788723e+01,1.828300206694818189e+04
3.662311557788945038e+01,1.785698358301416010e+04
3.732160804020100642e+01,1.743182580875343047e+04
3.802010050251256246e+01,1.700808199793236417e+04
3.871859296482412560e+01,1.658625462694515227e+04
3.941708542713568164e+01,1.616680120649194032e+04
4.011557788944723768e+01,1.575013920909771150e+04
4.081407035175879372e+01,1.533665023340005064e+04
4.151256281407034976e+01,1.492668351323611569e+04
4.221105527638191290e+01,1.452055886711798121e+04
4.290954773869346894e+01,1.411856917199312738e+04
4.360804020100502498e+01,1.372098243441846353e+04
4.430653266331658813e+01,1.332804352250574811e+04
4.500502512562814417e+01,1.293997561323819900e+04
4.570351758793970021e+01,1.255698140198720284e+04
4.640201005025125625e+01,1.217924411421178411e+04
4.710050251256281229e+01,1.180692835334460142e+04
4.779899497487437543e+01,1.144018081366462502e+04
4.849748743718593147e+01,1.107913088246165171e+04
4.919597989949748751e+01,1.072389115192528152e+04
4.989447236180905065e+01,1.037455785787268178e+04
5.059296482412060669e+01,1.003121125959291203e+04
5.129145728643216273e+01,9.693915972672757562e+03
5.198994974874371877e+01,9.362721264618701753e+03
5.268844221105527481e+01,9.037661321358498753e+03
5.338693467336683796e+01,8.718755491241532582e+03
5.408542713567839400e+01,8.406008511928732332e+03
5.478391959798995003e+01,8.099410724531526284e+03
5.548241206030151318e+01,7.798938278496761995e+03
5.618090452261306922e+01,7.504553330016973632e+03
5.687939698492462526e+01,7.216204236148674681e+03
5.757788944723618130e+01,9.245144777915324084e+03
5.827638190954773734e+01,6.657339192569538682e+03
5.897487437185930048e+01,1.039781016779054517e+04
5.967336683417085652e+01,6.378614720103581021e+03
