6.495190528,3.75,1.25
11.49519053,3.75,1.25
16.49519053,3.75,1.25
8.995190528,8.080127019,1.25
13.99519053,8.080127019,1.25
11.49519053,12.41025404,1.25
6.495190528,-3.75,1
10.49519053,-3.75,1
14.49519053,-3.75,1
18.49519053,-3.75,1
8.495190528,-7.214101615,1
12.49519053,-7.214101615,1
16.49519053,-7.214101615,1
10.49519053,-10.67820323,1
14.49519053,-10.67820323,1
12.49519053,-14.14230485,1
0,-7.5,0.75
-1.5,-10.09807621,0.75
1.5,-10.09807621,0.75
-3,-12.69615242,0.75
0,-12.69615242,0.75
3,-12.69615242,0.75
-4.5,-15.29422863,0.75
-1.5,-15.29422863,0.75
1.5,-15.29422863,0.75
4.5,-15.29422863,0.75
-6,-17.89230485,0.75
-3,-17.89230485,0.75
0,-17.89230485,0.75
3,-17.89230485,0.75
6,-17.89230485,0.75
-6.495190528,-3.75,0.625
-8.995190528,-3.75,0.625
-11.49519053,-3.75,0.625
-13.99519053,-3.75,0.625
-16.49519053,-3.75,0.625
-18.99519053,-3.75,0.625
-7.745190528,-5.915063509,0.625
-10.24519053,-5.915063509,0.625
-12.74519053,-5.915063509,0.625
-15.24519053,-5.915063509,0.625
-17.74519053,-5.915063509,0.625
-8.995190528,-8.080127019,0.625
-11.49519053,-8.080127019,0.625
-13.99519053,-8.080127019,0.625
-16.49519053,-8.080127019,0.625
-10.24519053,-10.24519053,0.625
-12.74519053,-10.24519053,0.625
-15.24519053,-10.24519053,0.625
-11.49519053,-12.41025404,0.625
-13.99519053,-12.41025404,0.625
-12.74519053,-14.57531755,0.625
-6.495190528,3.75,0.5
-8.495190528,3.75,0.5
-10.49519053,3.75,0.5
-12.49519053,3.75,0.5
-14.49519053,3.75,0.5
-16.49519053,3.75,0.5
-18.49519053,3.75,0.5
-7.495190528,5.482050808,0.5
-9.495190528,5.482050808,0.5
-11.49519053,5.482050808,0.5
-13.49519053,5.482050808,0.5
-15.49519053,5.482050808,0.5
-17.49519053,5.482050808,0.5
-8.495190528,7.214101615,0.5
-10.49519053,7.214101615,0.5
-12.49519053,7.214101615,0.5
-14.49519053,7.214101615,0.5
-16.49519053,7.214101615,0.5
-9.495190528,8.946152423,0.5
-11.49519053,8.946152423,0.5
-13.49519053,8.946152423,0.5
-15.49519053,8.946152423,0.5
-10.49519053,10.67820323,0.5
-12.49519053,10.67820323,0.5
-14.49519053,10.67820323,0.5
-11.49519053,12.41025404,0.5
-13.49519053,12.41025404,0.5
-12.49519053,14.14230485,0.5
0,7.5,0.4
0.8,8.885640646,0.4
-0.8,8.885640646,0.4
1.6,10.27128129,0.4
0,10.27128129,0.4
-1.6,10.27128129,0.4
2.4,11.65692194,0.4
0.8,11.65692194,0.4
-0.8,11.65692194,0.4
-2.4,11.65692194,0.4
3.2,13.04256258,0.4
1.6,13.04256258,0.4
0,13.04256258,0.4
-1.6,13.04256258,0.4
-3.2,13.04256258,0.4
4,14.42820323,0.4
2.4,14.42820323,0.4
0.8,14.42820323,0.4
-0.8,14.42820323,0.4
-2.4,14.42820323,0.4
-4,14.42820323,0.4
4.8,15.81384388,0.4
3.2,15.81384388,0.4
1.6,15.81384388,0.4
0,15.81384388,0.4
-1.6,15.81384388,0.4
-3.2,15.81384388,0.4
-4.8,15.81384388,0.4
5.6,17.19948452,0.4
4,17.19948452,0.4
2.4,17.19948452,0.4
0.8,17.19948452,0.4
-0.8,17.19948452,0.4
-2.4,17.19948452,0.4
-4,17.19948452,0.4
-5.6,17.19948452,0.4
